rw_name	module	return_type	arg_signature	source_file	line	also_in
RpSkinGetSkinToBoneMatrices	skin	const RwMatrix*	RpSkin* skin	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpskin.cpp	49	
RpSkinGetVertexBoneIndices	skin	const RwUInt32*	RpSkin* skin	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpskin.cpp	45	
RpSkinIsSplit	skin	RwBool	RpSkin* skin	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpskin.cpp	53	
RpSkinPluginAttach	skin	RwBool		re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpskin.cpp	9	
RpSkinSetFreeListCreateParams	skin	void	RwInt32 blockSize, RwInt32 numBlocksToPrealloc	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpskin.cpp	5	
RpSplineDestroy	other	RwBool	RpSpline *spline	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpspline.h	104	
RpSplineFindMatrix	other	RwReal	RpSpline *spline, RwInt32 path, RwReal where, RwV3d *up, RwMatrix *matrix	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpspline.h	110	
RpSplineGetNumControlPoints	other	RwInt32	const RpSpline *spline	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpspline.h	115	
RpSplinePluginAttach	other	RwBool	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpspline.h	100	
RpSplineStreamGetSize	other	RwUInt32	const RpSpline *spline	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpspline.h	127	
RpSplineWrite	other	RwBool	RpSpline *spline, const RwChar *name	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpspline.h	124	
RpTieSetFreeListCreateParams	other	void	RwInt32 blockSize, RwInt32 numBlocksToPrealloc	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	1038	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpTriStripDefaultCost	other	RwUInt32	RpTriStripPolygon* startPolygon, RwUInt32 testFrame, void* data	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	294	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpTriStripMeshQuick	other	RpTriStripMesh*	RpTriStripMesh* mesh, void* data	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	302	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpTriStripMeshTunnel	other	RpTriStripMesh*	RpTriStripMesh* mesh, void* data	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	298	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpTriStripPolygonFollowStrip	other	RpTriStripPolygon*	RpTriStripPolygon* curr, RpTriStripPolygon* prev	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	290	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpUVAnimAddRef	other	RpUVAnim*	RpUVAnim* anim	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpuvanim.cpp	81	
RpUVAnimCreate	other	RpUVAnim*	const RwChar* name, RwUInt32 numNodes, RwUInt32 numFrames, RwReal duration, RwUInt32* nodeIndexToUVChannelMap, RpUVAnimKeyFrameType keyframeType	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpuvanim.cpp	73	
RpUVAnimDestroy	other	RwBool	RpUVAnim* anim	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpuvanim.cpp	77	
RpUVAnimGetName	other	const RwChar*	const RpUVAnim* anim	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpuvanim.cpp	85	
RpUVAnimKeyFrameStreamGetSize	other	RwInt32	const RtAnimAnimation* animation	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpuvanim.cpp	69	
RpUVAnimKeyFrameStreamRead	other	RtAnimAnimation*	RwStream* stream, RtAnimAnimation* animation	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpuvanim.cpp	61	
RpUVAnimKeyFrameStreamWrite	other	RwBool	const RtAnimAnimation* animation, RwStream* stream	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpuvanim.cpp	65	
RpUVAnimLinearKeyFrameAdd	other	void	void* voidOut, void* voidIn1, void* voidIn2	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpuvanim.cpp	33	
RpUVAnimLinearKeyFrameApply	other	void	void* matrix, void* voidIFrame	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpuvanim.cpp	21	
RpUVAnimLinearKeyFrameBlend	other	void	void* voidOut, void* voidIn1, void* voidIn2, RwReal alpha	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpuvanim.cpp	25	
RpUVAnimLinearKeyFrameInterpolate	other	void	void* voidOut, void* voidIn1, void* voidIn2, RwReal time, void* customData	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpuvanim.cpp	29	
RpUVAnimLinearKeyFrameMulRecip	other	void	void* voidFrame, void* voidStart	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpuvanim.cpp	37	
RpUVAnimParamKeyFrameAdd	other	void	void* voidOut, void* voidIn1, void* voidIn2	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpuvanim.cpp	53	
RpUVAnimParamKeyFrameApply	other	void	void* matrix, void* voidIFrame	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpuvanim.cpp	41	
RpUVAnimParamKeyFrameBlend	other	void	void* voidOut, void* voidIn1, void* voidIn2, RwReal alpha	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpuvanim.cpp	45	
RpUVAnimParamKeyFrameInterpolate	other	void	void* voidOut, void* voidIn1, void* voidIn2, RwReal time, void* customData	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpuvanim.cpp	49	
RpUVAnimParamKeyFrameMulRecip	other	void	void* voidFrame, void* voidStart	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpuvanim.cpp	57	
RpUVAnimPluginAttach	other	RwBool		re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpuvanim.cpp	17	
RpUserDataArrayGetFormat	other	RpUserDataFormat	RpUserDataArray *userData	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpusrdat.h	107	
RpUserDataArrayGetInt	other	RwInt32	RpUserDataArray *userData, RwInt32 index	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpusrdat.h	110	
RpUserDataArrayGetNumElements	other	RwInt32	RpUserDataArray *userData	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpusrdat.h	108	
RpUserDataArrayGetReal	other	RwReal	RpUserDataArray *userData, RwInt32 index	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpusrdat.h	111	
RpUserDataArraySetInt	other	void	RpUserDataArray *userData, RwInt32 index, RwInt32 value	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpusrdat.h	114	
RpUserDataArraySetReal	other	void	RpUserDataArray *userData, RwInt32 index, RwReal value	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpusrdat.h	115	
RpUserDataArraySetString	other	void	RpUserDataArray *userData, RwInt32 index, RwChar *value	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpusrdat.h	116	
RpUserDataGetFormatSize	other	RwInt32	RpUserDataFormat format	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpusrdat.h	118	
RpUserDataPluginAttach	other	RwBool	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpusrdat.h	54	
RpWorldAddAtomic	world	RpWorld*	RpWorld* world, RpAtomic* atomic	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	1062	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldAddCamera	world	RpWorld*	RpWorld* world, RwCamera* camera	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	1050	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldAddClump	world	RpWorld*	RpWorld* world, RpClump* clump	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	1070	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldAddLight	world	RpWorld*	RpWorld* world, RpLight* light	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	1082	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldCreate	world	RpWorld*	RwBBox* boundingBox	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	854	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldDestroy	world	RwBool	RpWorld* world	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	850	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldForAllClumps	world	RpWorld*	RpWorld* world, RpClumpCallBack fpCallBack, void* data	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	830	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldForAllLights	world	RpWorld*	RpWorld* world, RpLightCallBack fpCallBack, void* data	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	838	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldForAllMaterials	world	RpWorld*	RpWorld* world, RpMaterialCallBack fpCallBack, void* data	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	834	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldForAllWorldSectors	world	RpWorld*	RpWorld* world, RpWorldSectorCallBack fpCallBack, void* data	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	842	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldGetPluginOffset	world	RwInt32	RwUInt32 pluginID	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	886	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldGetSectorRenderCallBack	world	RpWorldSectorCallBackRender	const RpWorld* world	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	862	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldLock	world	RpWorld*	RpWorld* world	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	810	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldPluginAttach	world	RwBool		re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	826	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldRegisterPlugin	world	RwInt32	RwInt32 size, RwUInt32 pluginID, RwPluginObjectConstructor constructCB, RwPluginObjectDestructor destructCB, RwPluginObjectCopy copyCB	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	870	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldRegisterPluginStream	world	RwInt32	RwUInt32 pluginID, RwPluginDataChunkReadCallBack readCB, RwPluginDataChunkWriteCallBack writeCB, RwPluginDataChunkGetSizeCallBack getSizeCB	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	874	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldRemoveAtomic	world	RpWorld*	RpWorld* world, RpAtomic* atomic	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	1058	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldRemoveCamera	world	RpWorld*	RpWorld* world, RwCamera* camera	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	1046	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldRemoveClump	world	RpWorld*	RpWorld* world, RpClump* clump	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	1074	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldRemoveLight	world	RpWorld*	RpWorld* world, RpLight* light	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	1086	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldRender	world	RpWorld*	RpWorld* world	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	846	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldSectorForAllAtomics	world	RpWorldSector*	RpWorldSector* sector, RpAtomicCallBack callback, void* data	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	1114	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldSectorForAllCollisionAtomics	world	RpWorldSector*	RpWorldSector* sector, RpAtomicCallBack callback, void* data	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	1118	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldSectorForAllLights	world	RpWorldSector*	RpWorldSector* sector, RpLightCallBack callback, void* data	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	1122	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldSectorForAllMeshes	world	const RpWorldSector*	const RpWorldSector* sector, RpMeshCallBack fpCallBack, void* data	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	458	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldSectorGetPluginOffset	world	RwInt32	RwUInt32 pluginID	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	478	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldSectorGetUserDataArrayCount	world	RwInt32	const RpWorldSector *sector	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpusrdat.h	68	
RpWorldSectorGetWorld	world	RpWorld*	const RpWorldSector* sector	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	866	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldSectorRegisterPlugin	world	RwInt32	RwInt32 size, RwUInt32 pluginID, RwPluginObjectConstructor constructCB, RwPluginObjectDestructor destructCB, RwPluginObjectCopy copyCB	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	462	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldSectorRegisterPluginStream	world	RwInt32	RwUInt32 pluginID, RwPluginDataChunkReadCallBack readCB, RwPluginDataChunkWriteCallBack writeCB, RwPluginDataChunkGetSizeCallBack getSizeCB	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	466	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldSectorRender	world	RpWorldSector*	RpWorldSector* worldSector	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	454	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldSectorSetStreamAlwaysCallBack	world	RwInt32	RwUInt32 pluginID, RwPluginDataChunkAlwaysCallBack alwaysCB	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	470	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldSectorSetStreamRightsCallBack	world	RwInt32	RwUInt32 pluginID, RwPluginDataChunkRightsCallBack rightsCB	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	474	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldSectorValidatePlugins	world	RwBool	const RpWorldSector* sector	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	482	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldSetDefaultSectorPipeline	world	RxPipeline*	RxPipeline* pipeline	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	1018	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldSetSectorRenderCallBack	world	RpWorld*	RpWorld* world, RpWorldSectorCallBackRender fpCallBack	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	858	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldSetStreamAlwaysCallBack	world	RwInt32	RwUInt32 pluginID, RwPluginDataChunkAlwaysCallBack alwaysCB	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	878	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldSetStreamRightsCallBack	world	RwInt32	RwUInt32 pluginID, RwPluginDataChunkRightsCallBack rightsCB	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	882	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldStreamGetSize	world	RwUInt32	const RpWorld* world	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	1126	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldStreamRead	world	RpWorld*	RwStream* stream	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	1130	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldStreamWrite	world	const RpWorld*	const RpWorld* world, RwStream* stream	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	1134	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldUnlock	world	RpWorld*	RpWorld* world	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	814	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RpWorldValidatePlugins	world	RwBool	RpWorld* world	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.cpp	890	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rpworld.h
RtAnimAnimationCreate	other	RtAnimAnimation*	RwInt32 typeID, RwInt32 numFrames, RwInt32 flags, RwReal duration	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtanim.cpp	22	
RtAnimAnimationDestroy	other	RwBool	RtAnimAnimation* animation	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtanim.cpp	26	
RtAnimAnimationFreeListCreateParams	other	void	RwInt32 blockSize, RwInt32 numBlocksToPrealloc	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtanim.cpp	6	
RtAnimAnimationGetNumNodes	other	RwUInt32	const RtAnimAnimation* animation	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtanim.cpp	50	
RtAnimAnimationMakeDelta	other	RwBool	RtAnimAnimation* animation, RwInt32 numNodes, RwReal time	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtanim.cpp	191	
RtAnimAnimationRead	other	RtAnimAnimation*	const RwChar* filename	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtanim.cpp	30	
RtAnimAnimationStreamGetSize	other	RwInt32	const RtAnimAnimation* animation	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtanim.cpp	46	
RtAnimAnimationStreamRead	other	RtAnimAnimation*	RwStream* stream	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtanim.cpp	38	
RtAnimAnimationStreamWrite	other	RwBool	const RtAnimAnimation* animation, RwStream* stream	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtanim.cpp	42	
RtAnimAnimationWrite	other	RwBool	const RtAnimAnimation* animation, const RwChar* filename	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtanim.cpp	34	
RtAnimGetInterpolatorInfo	other	RtAnimInterpolatorInfo*	RwInt32 typeID	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtanim.cpp	18	
RtAnimInitialize	other	RwBool		re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtanim.cpp	10	
RtAnimInterpolatorAddAnimTime	other	RwBool	RtAnimInterpolator* anim, RwReal time	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtanim.cpp	183	
RtAnimInterpolatorAddSubInterpolator	other	RwBool	RtAnimInterpolator* outAnim, RtAnimInterpolator* mainAnim, RtAnimInterpolator* subAnim	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtanim.cpp	211	
RtAnimInterpolatorAddTogether	other	RwBool	RtAnimInterpolator* outAnim, RtAnimInterpolator* inAnim1, RtAnimInterpolator* inAnim2	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtanim.cpp	199	
RtAnimInterpolatorBlend	other	RwBool	RtAnimInterpolator* outAnim, RtAnimInterpolator* inAnim1, RtAnimInterpolator* inAnim2, RwReal alpha	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtanim.cpp	195	
RtAnimInterpolatorBlendSubInterpolator	other	RwBool	RtAnimInterpolator* outAnim, RtAnimInterpolator* inAnim1, RtAnimInterpolator* inAnim2, RwReal alpha	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtanim.cpp	207	
RtAnimInterpolatorCopy	other	RwBool	RtAnimInterpolator* outAnim, RtAnimInterpolator* inAnim	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtanim.cpp	175	
RtAnimInterpolatorCreate	other	RtAnimInterpolator*	RwInt32 numNodes, RwInt32 maxInterpKeyFrameSize	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtanim.cpp	54	
RtAnimInterpolatorCreateSubInterpolator	other	RtAnimInterpolator*	RtAnimInterpolator* parentAnim, RwInt32 startNode, RwInt32 numNodes, RwInt32 maxInterpKeyFrameSize	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtanim.cpp	203	
RtAnimInterpolatorDestroy	other	void	RtAnimInterpolator* anim	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtanim.cpp	58	
RtAnimInterpolatorSetAnimCallBack	other	void	RtAnimInterpolator* anim, RtAnimCallBack callBack, RwReal time, void* data	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtanim.cpp	171	
RtAnimInterpolatorSetAnimLoopCallBack	other	void	RtAnimInterpolator* anim, RtAnimCallBack callBack, void* data	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtanim.cpp	167	
RtAnimInterpolatorSetCurrentTime	other	RwBool	RtAnimInterpolator* anim, RwReal time	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtanim.cpp	187	
RtAnimInterpolatorSetKeyFrameCallBacks	other	RwBool	RtAnimInterpolator* anim, RwInt32 keyFrameTypeID	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtanim.cpp	163	
RtAnimInterpolatorSubAnimTime	other	RwBool	RtAnimInterpolator* anim, RwReal time	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtanim.cpp	179	
RtAnimRegisterInterpolationScheme	other	RwBool	RtAnimInterpolatorInfo* interpolatorInfo	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtanim.cpp	14	
RtBMPImageRead	other	RwImage*	const RwChar* imageName	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtbmp.cpp	9	
RtBMPImageWrite	other	RwImage*	RwImage* image, const RwChar* imageName	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtbmp.cpp	5	
RtBezierQuadDifferenceStepU3d	other	void	RtBezierRow row	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtbezpat.h	328	
RtBezierQuadDifferenceStepU4d	other	void	RtBezierRow row	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtbezpat.h	329	
RtBezierQuadDifferenceStepV3d	other	void	RtBezierMatrix mat	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtbezpat.h	331	
RtBezierQuadDifferenceStepV4d	other	void	RtBezierMatrix mat	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtbezpat.h	332	
RtCharsetBufferFlush	charset	RwBool	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtcharse.h	93	
RtCharsetClose	charset	void	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtcharse.h	84	
RtCharsetDestroy	charset	RwBool	RtCharset * charSet	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtcharse.h	103	
RtCharsetOpen	charset	RwBool	void	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtcharse.h	83	
RtDictAddEntry	other	RtDictEntryType	RtDict* dictionary, RtDictEntryType entry	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtdict.cpp	45	
RtDictDestroy	other	RwBool	RtDict* dictionary	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtdict.cpp	41	
RtDictFindNamedEntry	other	RtDictEntryType	RtDict* dictionary, const RwChar* name	re\prior_art\renderware\gta-reversed-modern\source\game_sa\RenderWare\rw\rtdict.cpp	49	
