rva,symbol,name,conf,subsystem,file,verdict,imm,detail
0041c010,HudConstTableInitAndSweep,HudConstTableInitAndSweep,C3,hud,ScenarioLeaves_sa2.cpp,PASS,DIFF,"imm -0x6,0x18 +-"
0041c320,ParticleEmitterCtorC,ParticleEmitterCtorC,C3,render,ParticleEmitterCtors.cpp,PASS,DIFF,"imm -0x0,0xc,0x10,0x18,0x60,0x80 +0x8"
0041c410,HudStandingsRowUpdate,HudStandingsRowUpdate,C3,hud,HudStandingsRowUpdate.cpp,FAIL,DIFF,"data -0x5f337c,0x63cdc0,0x63cdd4,0x63cde8,0x63cdf8,0x63ce08 +-; imm -0x0,0x1,0x2,0x8,0x10,0x19 +-"
0041cb00,EmitterDtorClumpAt100,EmitterDtorClumpAt100,C3,render,ParticleEmitterCtors.cpp,PASS,DIFF,imm -- +0x4
0041cbc0,FloatTableInit,FloatTableInit,C3,util,TimerInit.cpp,PASS,DIFF,"imm -0xc,0x30,0x3d4ccccd,0x3e19999a,0x3e800000,0x3ef5c28f +-"
0041cc50,HudSlotUpdateCc50,HudSlotUpdateCc50,C3,hud,HudDispatch.cpp,PASS,DIFF,imm -- +0x8
0041ccc0,HudSlotLoopCcc0,HudSlotLoopCcc0,C3,hud,HudDispatch.cpp,PASS,DIFF,"imm -- +0x0,0x8"
0041cd20,ParticleEmitterCtorD,ParticleEmitterCtorD,C3,render,ParticleEmitterCtors.cpp,PASS,DIFF,"imm -0x0,0xc,0x10,0x22,0x32,0x8c +-"
0041cdb0,Bits41cdb0,FUN_0041cdb0,C3,render,PromoLoop_sessionB.cpp,PASS,same,data=2 ours=79B orig=79B
0041d820,TimerSlotClear,TimerFlagClear,C3,util,TimerInit.cpp,PASS,same,data=1 ours=11B orig=11B
0041d820,TimerFlagClear,TimerFlagClear,C3,util,TimerSetters.cpp,PASS,same,data=1 ours=11B orig=11B
0041d910,Clear63d584Pair,Clear63d584Pair,C3,render,PromoLoop_round39.cpp,PASS,same,data=2 ours=21B orig=21B
0041d930,HudSlideBillboardTick,HudSlideBillboardTick,C3,hud,ScenarioLeaves_sa2.cpp,PASS,DIFF,"imm -0x41,0x58,0x7c +0x24,0x5c"
0041da90,DeltaTimeOutGet,DeltaTimeOutGet,C3,ai,PromoLoop_round20.cpp,PASS,same,data=1 ours=16B orig=17B
0041db80,Sub0041db80_HudThresholdDispatch,Sub0041db80_HudThresholdDispatch,C4,hud,HudBatch.cpp,FAIL,DIFF,"data -- +0x63d560,0x63d564,0x63d568,0x63d56c,0x63d570,0x63d588; imm -- +0x4,0x8,0xc,0x18"
0041ded0,HudModeGuardDispatch,HudModeGuardDispatch,C3,hud,BatchAA_s1.cpp,FAIL,DIFF,data -0x63d5a0 +-; imm -0x4 +0x0
0041e080,ScoreboardStateZeroInit,ScoreboardStateZeroInit,C3,frontend,SmallLeaves_t1.cpp,PASS,DIFF,imm -- +0x0
0041e130,TimerTrackSetter,TimerStateSet,C3,util,TimerInit.cpp,PASS,same,data=1 ours=10B orig=10B
0041e130,TimerStateSet,TimerStateSet,C3,util,TimerSetters.cpp,PASS,same,data=1 ours=10B orig=10B
0041e140,Global63d7e0Get,Global63d7e0Get,C3,gameplay,PromoLoop_round33.cpp,PASS,same,data=1 ours=6B orig=6B
0041e150,Time41e150,FUN_0041e150,C3,gameplay,PromoLoop_sessionB.cpp,PASS,same,data=0 ours=25B orig=25B
0041e170,Split41e170_RegAbi,FUN_0041e170,C3,gameplay,PromoLoop_sessionB.cpp,PASS,DIFF,"imm -0x5,0x7,0x1f,0x3c,0x64,0x1770 +0x8"
0041e4b0,StructPropagate41e4b0,FUN_0041e4b0,C3,render,PromoLoop_sessionB.cpp,FAIL,DIFF,data -0x63d5f8 +-; imm -- +0x4
0041e870,TrackNodeRecordScan,TrackNodeRecordScan,C3,render,TrackNodeLeaves_o1.cpp,PASS,DIFF,imm -- +0x1
0041e8b0,TrackNodeDispatch14,TrackNodeDispatch14,C3,render,TrackNodeLeaves_o1.cpp,PASS,same,data=1 ours=10B orig=9B
0041e8c0,TrackNodeDispatch18,TrackNodeDispatch18,C3,render,TrackNodeLeaves_o1.cpp,PASS,same,data=1 ours=10B orig=9B
0041e8f0,TrackNodeDispatch24,TrackNodeDispatch24,C3,render,TrackNodeLeaves_o1.cpp,PASS,same,data=1 ours=10B orig=9B
0041e970,TrackNodeDispatch44,TrackNodeDispatch44,C3,render,TrackNodeLeaves_o1.cpp,PASS,same,data=1 ours=10B orig=9B
0041e980,TrackNodeRecordFind,TrackNodeRecordFind,C3,render,TrackNodeLeaves_o1.cpp,PASS,same,data=2 ours=39B orig=39B
0041e9b0,TrackNodeFieldCmp10,TrackNodeFieldCmp10,C3,render,TrackNodeLeaves_o1.cpp,PASS,same,data=1 ours=19B orig=21B
0041e9d0,TrackNodeFnPtrGet14,TrackNodeFnPtrGet14,C3,render,TrackNodeLeaves_o1.cpp,PASS,same,data=1 ours=9B orig=9B
0041e9e0,TrackNodeFnPtrGet18,TrackNodeFnPtrGet18,C3,render,TrackNodeLeaves_o1.cpp,PASS,same,data=1 ours=9B orig=9B
0041ea80,TrackDescField40Get,GlobalField63d7e4_40,C3,ai,PromoLoop_round3.cpp,PASS,same,data=1 ours=9B orig=9B
0041ea90,TrackNodeFnPtrGet44,TrackNodeFnPtrGet44,C3,render,TrackNodeLeaves_o1.cpp,PASS,same,data=1 ours=9B orig=9B
0041eda0,TimerBitFieldSet,SlotBitSet,C3,util,TimerInit.cpp,FAIL,DIFF,data -0x63d9e0 +0x63dc74; imm -- +0x0
0041eda0,SlotBitSet,SlotBitSet,C3,util,TimerSlot.cpp,FAIL,DIFF,data -0x63d9e0 +0x63dc74; imm -- +0x0
0041ede0,Flag0041ede0,Flag0041ede0,C3,util,PromoLoop_round74.cpp,FAIL,DIFF,data -0x63d9e0 +0x63dc74; imm -- +0x0
0041ee50,Flag41ee50,Flag41ee50,C3,util,PromoLoop_sessionB.cpp,FAIL,DIFF,data -0x63d9e0 +0x63dc74; imm -- +0x0
0041eeb0,Flag0041eeb0,Flag0041eeb0,C3,gameplay,PromoLoop_round74.cpp,FAIL,DIFF,"data -0x63d9e0 +0x63dc74; imm -0x4 +0x0,0x400"
0041ef60,PlayerFieldSet63dc78,Player::WriteFieldZero,C3,util,PromoLoop_round65.cpp,PASS,same,data=1 ours=19B orig=21B
0041ef80,FlagToggle63dc74,FlagToggle63dc74,C3,util,PromoLoop_round66.cpp,FAIL,DIFF,data -0x63d9e0 +0x63dc74; imm -- +0x0
0041efc0,CarGetLapProgress,Car::GetLapProgress,C3,util,PromoLoop_round18.cpp,PASS,same,data=1 ours=21B orig=23B
0041efe0,BitExtract63dc74,BitExtract63dc74,C4,gameplay,PromoLoop_round70.cpp,PASS,same,data=1 ours=22B orig=24B
0041f000,TimerSlotDataCopy,SlotDataCopy,C3,util,TimerInit.cpp,FAIL,DIFF,data -0x63d9e0 +0x63dc10; imm -- +0x1
0041f000,SlotDataCopy,SlotDataCopy,C3,util,TimerSlot.cpp,FAIL,DIFF,"data -0x63d9e0 +0x63dc10,0x63dc14,0x63dc18,0x63dc1c,0x63dc20,0x63dc24; imm -0x6 +-"
0041f030,TriggerStructRead,TriggerStructRead,C3,ai,PromoLoop_round21.cpp,FAIL,DIFF,"data -0x63d9e0 +0x63dc38,0x63dc3c,0x63dc40,0x63dc44; imm -0x258 +-"
